reviewer_id,timestamp,company_name,company_type,company_size,company_address,review_content,review_content_cleaned,is_review_gpt-5,is_review_gpt-oss-120b,human_verified,Long_verified
035b28,4 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh",Cảm ơn vì luôn đồng hành cùng Jack,cảm ơn vì luôn đồng hành cùng jack,FALSE,FALSE,,
903b92,4 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh",Môi trường làm việc tốt. Thời điểm dịch bệnh vẫn đảm bảo lương cho nhân viên. Rất hài lòng.,môi trường làm việc tốt. thời điểm dịch bệnh vẫn đảm bảo lương cho nhân viên. rất hài lòng.,TRUE,TRUE,,
9539f9,4 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh",Cong ty chuyen nghiep,cong ty chuyen nghiep,TRUE,TRUE,,
05e3ab,4 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh","Một công ty nổi tiếng với phong cách bẩn thỉu, chuyên đi bôi nhọ danh dự của ca sĩ khác để nâng gà nhà lên. Hiện tại đang chứa chấp một ca sĩ có lối sống truỵ lạc, vô đạo đức là Jack (J97)...","một công ty nổi tiếng với phong cách bẩn thỉu, chuyên đi bôi nhọ danh dự của ca sĩ khác để nâng gà nhà lên. hiện tại đang chứa chấp một ca sĩ có lối sống truỵ lạc, vô đạo đức là jack j97 .",FALSE,FALSE,,
a54b7e,4 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh",Tẩy chay Jack một nghệ sĩ trẻ sống vô trách nhiệm k có đạo đức của 1 người nghệ sĩ thần tượng,tẩy chay jack một nghệ sĩ trẻ sống vô trách nhiệm không có đạo đức của 1 người nghệ sĩ thần tượng,FALSE,FALSE,,
f74665,4 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh",ô mô tẩy trắng.........................................................,ô mô tẩy trắng.,FALSE,FALSE,,
24e568,4 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh",có nhiều chương trình hấp dẫn,có nhiều chương trình hấp dẫn,FALSE,TRUE,X,FALSE
4c6e33,4 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh",thích xem các game show,thích xem các game show,FALSE,FALSE,,
90903a,4 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh",thích vì có nhiều chương trình bổ ích,thích vì có nhiều chương trình bổ ích,TRUE,TRUE,,
96d8d8,4 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh",có nhiều game show cho mn xem,có nhiều game show cho mọi người xem,FALSE,FALSE,,
4e9567,4 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh","Tẩy trắng Jack , đồi truỵ suy thoái văn hoá","tẩy trắng jack , đồi truỵ suy thoái văn hoá",FALSE,FALSE,,
7aa21b,4 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh",Nghệ sĩ suy đồi nhân cách Jack,nghệ sĩ suy đồi nhân cách jack,FALSE,FALSE,,
adea93,4 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh",Thật thoải mái khi ở đây,thật thoải mái khi ở đây,TRUE,TRUE,,
6d29ac,4 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh",Thật tuyệt vời ông mặt trời,thật tuyệt vời ông mặt trời,FALSE,FALSE,,
47a080,4 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh",Hhhhhhjhgggbbzmsnsvsmsnsvsnsbgh,hjhgbbzmsnsvsmsnsvsnsbgh,FALSE,FALSE,,
ab91b0,5 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh",ok ok ok ok ok ok ok ok ok ok ok,ok,FALSE,FALSE,,
b03eb7,5 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh",E muốn hỏi tuyển designer bên đây có khó k mn ạ? E là fresher thì có nên apply k ạ?,e muốn hỏi tuyển designer bên đây có khó không mọi người ạ? e là fresher thì có nên apply không ạ?,FALSE,FALSE,,
3f78a4,5 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh",Nộp CV vài lần méo thấy gọi chán vcl,nộp cv vài lần méo thấy gọi chán vcl,TRUE,TRUE,,
1204a1,5 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh",Cho mình hỏi qui trình tuyển dụng bên này như thế nào ạ? Phỏng vấn có khó khăn/căng thẳng gì không ạ? Mình cám ơn,cho mình hỏi qui trình tuyển dụng bên này như thế nào ạ? phỏng vấn có khó khăn căng thẳng gì không ạ? mình cám ơn,FALSE,FALSE,,
817339,5 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh","Công ty hay tổ chức tiệc tùng, nhiều nghệ sĩ. Bị cái năm nay dịch, đầu năm giờ chả có event gì","công ty hay tổ chức tiệc tùng, nhiều nghệ sĩ. bị cái năm nay dịch, đầu năm giờ chả có event gì",TRUE,TRUE,,
cfef77,5 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh","Cho E hỏi có dresscode kh vậy các bác, E đag suy nghĩ kh biết có nên đầu tư vest đi làm cho lịch sự kh","cho e hỏi có dresscode không vậy các bác, e đag suy nghĩ không biết có nên đầu tư vest đi làm cho lịch sự không",FALSE,FALSE,,
d89873,5 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh","cty có tuyển intern không ạ? không biết intern ở đây là thực tập có lương hay không lương. ai trả lời giúp mình với, thanks.","công ty có tuyển intern không ạ? không biết intern ở đây là thực tập có lương hay không lương. ai trả lời giúp mình với, thanks.",FALSE,FALSE,,
1a5718,5 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh",Em cũng định xin vào mảng content fb vs ytb đây ạ. Ko biết từ 10-12tr ko :)))),em cũng định xin vào mảng content fb vs ytb đây ạ. không biết từ 10 12tr không,FALSE,FALSE,,
8f3cbb,5 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh","Có ai làm vị trí content , biên tập r cho mình xin mức lương với","có ai làm vị trí content , biên tập r cho mình xin mức lương với",FALSE,FALSE,,
96553b,5 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh","Môi trường áp lực nhưng học hỏi cực nhiều, lương ổn, sếp và chế độ cũng tạm. Được cái cty giải trí nên toàn nghệ sĩ ra vào toàn gặp gái xinh, khả năng thoát FA cao kaka","môi trường áp lực nhưng học hỏi cực nhiều, lương ổn, sếp và chế độ cũng tạm. được cái công ty giải trí nên toàn nghệ sĩ ra vào toàn gặp gái xinh, khả năng thoát fa cao kaka",TRUE,TRUE,,
4e8572,5 năm trước,DatVietVAC,outsource,301-500,"District 3, Ho Chi Minh","Đang tính xin vào đây làm mảng biên tập , có bác nào từng làm cty này rồi cho e xin ít review J","đang tính xin vào đây làm mảng biên tập , có bác nào từng làm công ty này rồi cho e xin ít review gì",FALSE,FALSE,,
8510ae,4 giờ trước,lynkid,Dịch vụ,50-100,Hà Nội,Cũng bình thường thôi,cũng bình thường thôi,FALSE,TRUE,X,FALSE
14d6cb,4 giờ trước,lynkid,Dịch vụ,50-100,Hà Nội,"Ở cty được hưởng chế độ từ bank khá ok, chỉ mong cty có thêm chế độ hybrid để cân bằng hơn","ở công ty được hưởng chế độ từ bank khá ok, chỉ mong công ty có thêm chế độ hybrid để cân bằng hơn",TRUE,TRUE,,
cfe2e8,8 giờ trước,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh,"@3d3daa Có hả, để em hốt :D","3d3daa có hả, để em hốt",FALSE,FALSE,,
61ca32,2 năm trước,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh,"khi tuyển thì nhiệt tình lắm, pv fail xong ko nói 1 lời nào. nhất là con hr tên minh anh","khi tuyển thì nhiệt tình lắm, phỏng vấn fail ng không nói 1 lời nào. nhất là con hr tên minh anh",TRUE,TRUE,,
98933d,2 năm trước,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh,"Vừa pv bên đây về thấy ok, dù fail hay pass cũng có trải nghiệm tốt với HR và dàn pv tech :vp/s: cũng dc bé HR bị tế tên bên dưới support thấy bé share rõ thông tin dự án, phúc lợi, quy trình pv đàng hoàng mà ông nào lên feedback con nhà ngta ác thế. Làm HR gặp các ông thế này stress vl =)))))","vừa phỏng vấn bên đây về thấy ok, dù fail hay pass cũng có trải nghiệm tốt với hr và dàn phỏng vấn tech p s cũng dc bé hr bị tế tên bên dưới support thấy bé share rõ thông tin dự án, phúc lợi, quy trình phỏng vấn đàng hoàng mà ông nào lên feedback con nhà ngta ác thế. làm hr gặp các ông thế này stress vl",TRUE,TRUE,,
1fe393,2 năm trước,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh,"Vào được team 6 người mà ai cũng Senior mới ra trường làm 1 năm lên thẳng Senior, Senior bên này nát thôi rồi, làm ở Orient qua mấy công ty khác ngu người tụt lol","vào được team 6 người mà ai cũng senior mới ra trường làm 1 năm lên thẳng senior, senior bên này nát thôi rồi, làm ở orient qua mấy công ty khác ngu người tụt lol",TRUE,TRUE,,
d4e93c,2 năm trước,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh,"Công ty nhận dự án banh chành ra. Lúc thiếu ngườ thì níu kéo ỉa ôi. Lúc công ty không có dự án thì chiêu trò tạo áp lực để tự nghỉ. Khỏi đóng đền bù?HR thì lúc chào đón nhiệt tình. Tới lúc review để nói về vấn đề nhân sự, thì leader hr trốn đi họp trong căn tin, để nhỏ mới ra trường nói chuyện.","công ty nhận dự án banh chành ra. lúc thiếu ngườ thì níu kéo ỉa ôi. lúc công ty không có dự án thì chiêu trò tạo áp lực để tự nghỉ. khỏi đóng đền bù? hr thì lúc chào đón nhiệt tình. tới lúc review để nói về vấn đề nhân sự, thì leader hr trốn đi họp trong căn tin, để nhỏ mới ra trường nói chuyện.",TRUE,TRUE,,
2d2c75,3 năm trước,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh,"Lương đầu vào khá cao so với mặt bằng. Công nghệ mới, quản lý tốt, quan tâm. Máy tính mạnh dùng 2 màn. Có đồ ăn sáng và snacks chiều. Cơ hội tiếp xúc, cải thiện tiếng anh thường xuyên khi làm việc với khách hàng. OT trả tiền sòng phẳng, cơ bản ít OT. Là môi trường có thể gắn bó lâu dài.","lương đầu vào khá cao so với mặt bằng. công nghệ mới, quản lý tốt, quan tâm. máy tính mạnh dùng 2 màn. có đồ ăn sáng và snacks chiều. cơ hội tiếp xúc, cải thiện tiếng anh thường xuyên khi làm việc với khách hàng. OT trả tiền sòng phẳng, cơ bản ít OT. là môi trường có thể gắn bó lâu dài.",TRUE,TRUE,,
70e2cc,3 năm trước,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh,"Ưu điểm:So với mặt bằng benefit tốt, nhiều bonus, có bảo hiểm premiumDự án làm công nghệ mới, team trẻ nhưng giỏi, vui lầyCông ty có lớp tiếng anh để học thêm, rất thích điều nàyRất ít OT, nếu OT cũng trả rất đầy đủ. Nhược điểm:Không có cangtin, phải tự mang cơm hoặc mua đồ ăn ở ngoài","ưu điểmo với mặt bằng benefit tốt, nhiều bonus, có bảo hiểm premiumdự án làm công nghệ mới, team trẻ nhưng giỏi, vui lầycông ty có lớp tiếng anh để học thêm, rất thích điều nàyrất ít OT, nếu OT cũng trả rất đầy đủ. nhược điểm không có cangtin, phải tự mang cơm hoặc mua đồ ăn ở ngoài",TRUE,TRUE,,
5f20a5,3 năm trước,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh,Ne dùm các ae dev ơi. nếu ko muốn mất time vô bổ vào đây.. Chán lắm. đôi khi tới có offer tới ngày onboard nó trở lại đó. haha,ne dùm các anh em dev ơi. nếu không muốn mất time vô bổ vào đây. chán lắm. đôi khi tới có offer tới ngày onboard nó trở lại đó.,TRUE,TRUE,,
0181a0,3 năm trước,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh,Năm nay có tháng 3 ko anh ơi,năm nay có tháng 3 không anh ơi,FALSE,FALSE,,
64016c,3 năm trước,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh,"Vào phỏng vấn gặp mấy thằng nhãi thích thể hiện, mấy cái hỏi trả lời được thì nó lơ còn mấy cái chưa làm qua thì nó nói nghiêm trọng lắm trong khi Google là ra hết. Đòi hỏi cấp độ siêu nhân cái gì cũng phải biết mới cho đậu, hối đi phỏng vấn như giặc kiểu như cần gấp mà đòi siêu nhân thì tuyển tới Tết năm sau ko ra người nha, đòi hỏi siêu nhân nhưng lương cấp tiểu nhân. Rất nhiều vị trí tuyển cả năm ko ra siêu nhân mà gọi cho ứng viên nào cũng nói cần gấp, tiền đăng tin tuyển dụng quá cha, làm phiền nhiều ứng viên tới phỏng vấn.Trình AV ko được bao nhiêu mà làm như ta đây giỏi lắm, để giải quyết 1 issue có rất nhiều công đoạn nhưng ko cho trình bày, phải nói đúng ý trong 1 công đoạn đó mới chịu, ai từng làm công ty 2-3 năm quay lại trả lời chắc được.Có dự án thì tuyển, hết dự án thì out hết team, bảo đảm HR đòi siêu nhân ko hỏi anh/chị có muốn làm lâu dài hay ko đâu, tuyển siêu nhân vào làm dự án liền chứ sợ tốn thời gian đào tạo. Vào cứ nói tôi là siêu nhân và yêu cầu mức lương siêu nhân ko được thì thôi, ko cần phải tình nghĩa và lâu dài gì với công ty tào lao này hết.","vào phỏng vấn gặp mấy thằng nhãi thích thể hiện, mấy cái hỏi trả lời được thì nó lơ còn mấy cái chưa làm qua thì nó nói nghiêm trọng lắm trong khi google là ra hết. đòi hỏi cấp độ siêu nhân cái gì cũng phải biết mới cho đậu, hối đi phỏng vấn như giặc kiểu như cần gấp mà đòi siêu nhân thì tuyển tới tết năm sau không ra người nha, đòi hỏi siêu nhân nhưng lương cấp tiểu nhân. rất nhiều vị trí tuyển cả năm không ra siêu nhân mà gọi cho ứng viên nào cũng nói cần gấp, tiền đăng tin tuyển dụng quá cha, làm phiền nhiều ứng viên tới phỏng vấn. trình av không được bao nhiêu mà làm như ta đây giỏi lắm, để giải quyết 1 issue có rất nhiều công đoạn nhưng không cho trình bày, phải nói đúng ý trong 1 công đoạn đó mới chịu, ai từng làm công ty 2 3 năm quay lại trả lời chắc được. có dự án thì tuyển, hết dự án thì out hết team, bảo đảm hr đòi siêu nhân không hỏi anh chị có muốn làm lâu dài hay không đâu, tuyển siêu nhân vào làm dự án liền chứ sợ tốn thời gian đào tạo. vào cứ nói tôi là siêu nhân và yêu cầu mức lương siêu nhân không được thì thôi, không cần phải tình nghĩa và lâu dài gì với công ty tào lao này hết.",TRUE,TRUE,,
9ab2c6,4 năm trước,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh,Công ty chỉ đóng 50% lương,công ty chỉ đóng 50 lương,TRUE,TRUE,,
a7be8e,4 năm trước,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh,"Ai làm việc ở Orient ĐN rồi cho xin review. Sếp, HR, văn hoá, môi trường, benefit với ạ","ai làm việc ở orient đn rồi cho xin review. sếp, hr, văn hoá, môi trường, benefit với ạ",FALSE,FALSE,,
90fb3f,4 năm trước,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh,fresher dev bên này được cỡ 12 củ hem mấy bác ?,fresher dev bên này được cỡ 12 củ hem mấy bác ?,FALSE,FALSE,,
4aa32c,4 năm trước,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh,"1 cty quy trình phỏng vấn tệ nhất từ trước tới giờ, HR ko 1 email hay cuộc gọi báo đậu rớt. Trong buổi phỏng vấn đưa 2 người vào 1 người tự xưng Senior mà hoti cũng bình thường thôi còn 1 người thì kiểu junior vô ngồi cho có tụ. Hỏi rất nhiều câu xàm và dành cho junior kiểu lý thuyết nữa. Mình trả lời câu nào cũng gật và ok, 2 người đó ko tập trung hay ko biết để hỏi gì mà ngồi hoài rặn dc 1 câu để hỏi. 2 -3 tuần vẫn im hơi lặng tiếng, mail cho bạn HR trước đó bạn chỉ nhắn 1 câu rớt vì chưa phù hợp. Xong! Nếu mình hổng mail chắc cũng hổng ai nói, rồi cũng ko nói lý do tại sao chỉ nói 1 lý do ko phù hợp. Vậy ko phù hợp là về kiến thức, knghiem hay lương.","1 công ty quy trình phỏng vấn tệ nhất từ trước tới giờ, hr không 1 email hay cuộc gọi báo đậu rớt. trong buổi phỏng vấn đưa 2 người vào 1 người tự xưng senior mà hoti cũng bình thường thôi còn 1 người thì kiểu junior vô ngồi cho có tụ. hỏi rất nhiều câu xàm và dành cho junior kiểu lý thuyết nữa. mình trả lời câu nào cũng gật và ok, 2 người đó không tập trung hay không biết để hỏi gì mà ngồi hoài rặn dc 1 câu để hỏi. 2 3 tuần vẫn im hơi lặng tiếng, mail cho bạn hr trước đó bạn chỉ nhắn 1 câu rớt vì chưa phù hợp. ng! nếu mình hổng mail chắc cũng hổng ai nói, rồi cũng không nói lý do tại sao chỉ nói 1 lý do không phù hợp. vậy không phù hợp là về kiến thức, knghiem hay lương.",TRUE,TRUE,,
91afc6,4 năm trước,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh,"Công ty treo lương 2k, mà phỏng vấn xong, nói đánh giá rất cao, nhưng mà công ty đang kẹt tiền do khó khăn, trả 800 làm không, bóc lột vừa thôi, tuyển Senior build A Z mà như fresher, thôi ráng đào tạo intern rồi charge tiền clients cho cao, ăn cho sướng Seniors né gấp","công ty treo lương 2k, mà phỏng vấn ng, nói đánh giá rất cao, nhưng mà công ty đang kẹt tiền do khó khăn, trả 800 làm không, bóc lột vừa thôi, tuyển senior build a z mà như fresher, thôi ráng đào tạo intern rồi charge tiền clients cho cao, ăn cho sướng seniors né gấp",TRUE,TRUE,,
dd776f,4 năm trước,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh,"Công ty ok hay k thì cũng tuỳ dự án.Muốn nhàn cũng có mà sml cũng có luôn.Tuy nhiên thì thưởng không cao, khuyên thật lòng nếu ai định vô đây thì nên deal lương cao nhất có thể, đừng trông chờ vào mấy khoảng thưởng mà bên HR nói. Thưởng dự án chỉ có 35k/ngày thôi nhé :)))Nói chung cty ok nếu ai biết deal lương cao :v","công ty ok hay không thì cũng tuỳ dự án. muốn nhàn cũng có mà sml cũng có luôn. tuy nhiên thì thưởng không cao, khuyên thật lòng nếu ai định vô đây thì nên deal lương cao nhất có thể, đừng trông chờ vào mấy khoảng thưởng mà bên hr nói. thưởng dự án chỉ có 35k ngày thôi nhé nói chung công ty ok nếu ai biết deal lương cao",TRUE,TRUE,,
